	sample_acc	n_reads	n_classified_reads	source	source_class	n_bacterial_reads	species	n_origin_reads	sample_loc	project
15849	ERR599141	36435982	3823877	Ocean water	Saltwater	3727890	Morganella morganii	0	Ocean	Tara oceans
15850	ERR599141	36435982	3823877	Ocean water	Saltwater	3727890	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15851	ERR599141	36435982	3823877	Ocean water	Saltwater	3727890	Proteus terrae	0	Ocean	Tara oceans
15852	ERR599141	36435982	3823877	Ocean water	Saltwater	3727890	Providencia rettgeri	0	Ocean	Tara oceans
15853	ERR599141	36435982	3823877	Ocean water	Saltwater	3727890	Providencia stuartii	0	Ocean	Tara oceans
15854	ERR599141	36435982	3823877	Ocean water	Saltwater	3727890	Kluyvera cryocrescens	0	Ocean	Tara oceans
15855	ERR599141	36435982	3823877	Ocean water	Saltwater	3727890	Atlantibacter hermannii	0	Ocean	Tara oceans
15856	ERR599141	36435982	3823877	Ocean water	Saltwater	3727890	Citrobacter amalonaticus	0	Ocean	Tara oceans
15857	ERR599141	36435982	3823877	Ocean water	Saltwater	3727890	Aeromonas media	3	Ocean	Tara oceans
15858	ERR599118	159269781	8320571	Ocean water	Saltwater	7979509	Morganella morganii	2	Ocean	Tara oceans
15859	ERR599118	159269781	8320571	Ocean water	Saltwater	7979509	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15860	ERR599118	159269781	8320571	Ocean water	Saltwater	7979509	Proteus terrae	1	Ocean	Tara oceans
15861	ERR599118	159269781	8320571	Ocean water	Saltwater	7979509	Providencia rettgeri	0	Ocean	Tara oceans
15862	ERR599118	159269781	8320571	Ocean water	Saltwater	7979509	Providencia stuartii	0	Ocean	Tara oceans
15863	ERR599118	159269781	8320571	Ocean water	Saltwater	7979509	Kluyvera cryocrescens	0	Ocean	Tara oceans
15864	ERR599118	159269781	8320571	Ocean water	Saltwater	7979509	Atlantibacter hermannii	1	Ocean	Tara oceans
15865	ERR599118	159269781	8320571	Ocean water	Saltwater	7979509	Citrobacter amalonaticus	0	Ocean	Tara oceans
15866	ERR599118	159269781	8320571	Ocean water	Saltwater	7979509	Aeromonas media	7	Ocean	Tara oceans
15867	ERR599157	45492924	803731	Ocean water	Saltwater	689926	Morganella morganii	0	Ocean	Tara oceans
15868	ERR599157	45492924	803731	Ocean water	Saltwater	689926	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15869	ERR599157	45492924	803731	Ocean water	Saltwater	689926	Proteus terrae	0	Ocean	Tara oceans
15870	ERR599157	45492924	803731	Ocean water	Saltwater	689926	Providencia rettgeri	0	Ocean	Tara oceans
15871	ERR599157	45492924	803731	Ocean water	Saltwater	689926	Providencia stuartii	0	Ocean	Tara oceans
15872	ERR599157	45492924	803731	Ocean water	Saltwater	689926	Kluyvera cryocrescens	0	Ocean	Tara oceans
15873	ERR599157	45492924	803731	Ocean water	Saltwater	689926	Atlantibacter hermannii	0	Ocean	Tara oceans
15874	ERR599157	45492924	803731	Ocean water	Saltwater	689926	Citrobacter amalonaticus	0	Ocean	Tara oceans
15875	ERR599157	45492924	803731	Ocean water	Saltwater	689926	Aeromonas media	19	Ocean	Tara oceans
15876	ERR599151	45616413	2262104	Ocean water	Saltwater	2177917	Morganella morganii	0	Ocean	Tara oceans
15877	ERR599151	45616413	2262104	Ocean water	Saltwater	2177917	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15878	ERR599151	45616413	2262104	Ocean water	Saltwater	2177917	Proteus terrae	0	Ocean	Tara oceans
15879	ERR599151	45616413	2262104	Ocean water	Saltwater	2177917	Providencia rettgeri	0	Ocean	Tara oceans
15880	ERR599151	45616413	2262104	Ocean water	Saltwater	2177917	Providencia stuartii	0	Ocean	Tara oceans
15881	ERR599151	45616413	2262104	Ocean water	Saltwater	2177917	Kluyvera cryocrescens	0	Ocean	Tara oceans
15882	ERR599151	45616413	2262104	Ocean water	Saltwater	2177917	Atlantibacter hermannii	0	Ocean	Tara oceans
15883	ERR599151	45616413	2262104	Ocean water	Saltwater	2177917	Citrobacter amalonaticus	0	Ocean	Tara oceans
15884	ERR599151	45616413	2262104	Ocean water	Saltwater	2177917	Aeromonas media	10	Ocean	Tara oceans
15885	ERR599120	44191270	2771253	Ocean water	Saltwater	2681185	Morganella morganii	0	Ocean	Tara oceans
15886	ERR599120	44191270	2771253	Ocean water	Saltwater	2681185	Pseudochrobactrum asaccharolyticum	2	Ocean	Tara oceans
15887	ERR599120	44191270	2771253	Ocean water	Saltwater	2681185	Proteus terrae	0	Ocean	Tara oceans
15888	ERR599120	44191270	2771253	Ocean water	Saltwater	2681185	Providencia rettgeri	0	Ocean	Tara oceans
15889	ERR599120	44191270	2771253	Ocean water	Saltwater	2681185	Providencia stuartii	0	Ocean	Tara oceans
15890	ERR599120	44191270	2771253	Ocean water	Saltwater	2681185	Kluyvera cryocrescens	0	Ocean	Tara oceans
15891	ERR599120	44191270	2771253	Ocean water	Saltwater	2681185	Atlantibacter hermannii	0	Ocean	Tara oceans
15892	ERR599120	44191270	2771253	Ocean water	Saltwater	2681185	Citrobacter amalonaticus	0	Ocean	Tara oceans
15893	ERR599120	44191270	2771253	Ocean water	Saltwater	2681185	Aeromonas media	0	Ocean	Tara oceans
15894	ERR599152	50396310	2366817	Ocean water	Saltwater	2130888	Morganella morganii	0	Ocean	Tara oceans
15895	ERR599152	50396310	2366817	Ocean water	Saltwater	2130888	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15896	ERR599152	50396310	2366817	Ocean water	Saltwater	2130888	Proteus terrae	0	Ocean	Tara oceans
15897	ERR599152	50396310	2366817	Ocean water	Saltwater	2130888	Providencia rettgeri	0	Ocean	Tara oceans
15898	ERR599152	50396310	2366817	Ocean water	Saltwater	2130888	Providencia stuartii	0	Ocean	Tara oceans
15899	ERR599152	50396310	2366817	Ocean water	Saltwater	2130888	Kluyvera cryocrescens	0	Ocean	Tara oceans
15900	ERR599152	50396310	2366817	Ocean water	Saltwater	2130888	Atlantibacter hermannii	0	Ocean	Tara oceans
15901	ERR599152	50396310	2366817	Ocean water	Saltwater	2130888	Citrobacter amalonaticus	0	Ocean	Tara oceans
15902	ERR599152	50396310	2366817	Ocean water	Saltwater	2130888	Aeromonas media	46	Ocean	Tara oceans
15903	ERR599052	269556882	10689723	Ocean water	Saltwater	10239292	Morganella morganii	2	Ocean	Tara oceans
15904	ERR599052	269556882	10689723	Ocean water	Saltwater	10239292	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15905	ERR599052	269556882	10689723	Ocean water	Saltwater	10239292	Proteus terrae	0	Ocean	Tara oceans
15906	ERR599052	269556882	10689723	Ocean water	Saltwater	10239292	Providencia rettgeri	0	Ocean	Tara oceans
15907	ERR599052	269556882	10689723	Ocean water	Saltwater	10239292	Providencia stuartii	0	Ocean	Tara oceans
15908	ERR599052	269556882	10689723	Ocean water	Saltwater	10239292	Kluyvera cryocrescens	0	Ocean	Tara oceans
15909	ERR599052	269556882	10689723	Ocean water	Saltwater	10239292	Atlantibacter hermannii	0	Ocean	Tara oceans
15910	ERR599052	269556882	10689723	Ocean water	Saltwater	10239292	Citrobacter amalonaticus	0	Ocean	Tara oceans
15911	ERR599052	269556882	10689723	Ocean water	Saltwater	10239292	Aeromonas media	4	Ocean	Tara oceans
15912	ERR599097	167058316	5312146	Ocean water	Saltwater	5016779	Morganella morganii	0	Ocean	Tara oceans
15913	ERR599097	167058316	5312146	Ocean water	Saltwater	5016779	Pseudochrobactrum asaccharolyticum	1	Ocean	Tara oceans
15914	ERR599097	167058316	5312146	Ocean water	Saltwater	5016779	Proteus terrae	0	Ocean	Tara oceans
15915	ERR599097	167058316	5312146	Ocean water	Saltwater	5016779	Providencia rettgeri	0	Ocean	Tara oceans
15916	ERR599097	167058316	5312146	Ocean water	Saltwater	5016779	Providencia stuartii	1	Ocean	Tara oceans
15917	ERR599097	167058316	5312146	Ocean water	Saltwater	5016779	Kluyvera cryocrescens	0	Ocean	Tara oceans
15918	ERR599097	167058316	5312146	Ocean water	Saltwater	5016779	Atlantibacter hermannii	0	Ocean	Tara oceans
15919	ERR599097	167058316	5312146	Ocean water	Saltwater	5016779	Citrobacter amalonaticus	0	Ocean	Tara oceans
15920	ERR599097	167058316	5312146	Ocean water	Saltwater	5016779	Aeromonas media	31	Ocean	Tara oceans
15921	ERR599125	38042263	629322	Ocean water	Saltwater	360181	Morganella morganii	4	Ocean	Tara oceans
15922	ERR599125	38042263	629322	Ocean water	Saltwater	360181	Pseudochrobactrum asaccharolyticum	3	Ocean	Tara oceans
15923	ERR599125	38042263	629322	Ocean water	Saltwater	360181	Proteus terrae	0	Ocean	Tara oceans
15924	ERR599125	38042263	629322	Ocean water	Saltwater	360181	Providencia rettgeri	0	Ocean	Tara oceans
15925	ERR599125	38042263	629322	Ocean water	Saltwater	360181	Providencia stuartii	0	Ocean	Tara oceans
15926	ERR599125	38042263	629322	Ocean water	Saltwater	360181	Kluyvera cryocrescens	0	Ocean	Tara oceans
15927	ERR599125	38042263	629322	Ocean water	Saltwater	360181	Atlantibacter hermannii	2	Ocean	Tara oceans
15928	ERR599125	38042263	629322	Ocean water	Saltwater	360181	Citrobacter amalonaticus	0	Ocean	Tara oceans
15929	ERR599125	38042263	629322	Ocean water	Saltwater	360181	Aeromonas media	2	Ocean	Tara oceans
15930	ERR599100	155790912	13476070	Ocean water	Saltwater	13042217	Morganella morganii	3	Ocean	Tara oceans
15931	ERR599100	155790912	13476070	Ocean water	Saltwater	13042217	Pseudochrobactrum asaccharolyticum	1	Ocean	Tara oceans
15932	ERR599100	155790912	13476070	Ocean water	Saltwater	13042217	Proteus terrae	0	Ocean	Tara oceans
15933	ERR599100	155790912	13476070	Ocean water	Saltwater	13042217	Providencia rettgeri	0	Ocean	Tara oceans
15934	ERR599100	155790912	13476070	Ocean water	Saltwater	13042217	Providencia stuartii	0	Ocean	Tara oceans
15935	ERR599100	155790912	13476070	Ocean water	Saltwater	13042217	Kluyvera cryocrescens	0	Ocean	Tara oceans
15936	ERR599100	155790912	13476070	Ocean water	Saltwater	13042217	Atlantibacter hermannii	0	Ocean	Tara oceans
15937	ERR599100	155790912	13476070	Ocean water	Saltwater	13042217	Citrobacter amalonaticus	0	Ocean	Tara oceans
15938	ERR599100	155790912	13476070	Ocean water	Saltwater	13042217	Aeromonas media	14	Ocean	Tara oceans
15939	ERR599086	208588117	4479360	Ocean water	Saltwater	3772775	Morganella morganii	2	Ocean	Tara oceans
15940	ERR599086	208588117	4479360	Ocean water	Saltwater	3772775	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15941	ERR599086	208588117	4479360	Ocean water	Saltwater	3772775	Proteus terrae	0	Ocean	Tara oceans
15942	ERR599086	208588117	4479360	Ocean water	Saltwater	3772775	Providencia rettgeri	6	Ocean	Tara oceans
15943	ERR599086	208588117	4479360	Ocean water	Saltwater	3772775	Providencia stuartii	0	Ocean	Tara oceans
15944	ERR599086	208588117	4479360	Ocean water	Saltwater	3772775	Kluyvera cryocrescens	0	Ocean	Tara oceans
15945	ERR599086	208588117	4479360	Ocean water	Saltwater	3772775	Atlantibacter hermannii	0	Ocean	Tara oceans
15946	ERR599086	208588117	4479360	Ocean water	Saltwater	3772775	Citrobacter amalonaticus	0	Ocean	Tara oceans
15947	ERR599086	208588117	4479360	Ocean water	Saltwater	3772775	Aeromonas media	29	Ocean	Tara oceans
15948	ERR599087	195911486	6372943	Ocean water	Saltwater	5937044	Morganella morganii	0	Ocean	Tara oceans
15949	ERR599087	195911486	6372943	Ocean water	Saltwater	5937044	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15950	ERR599087	195911486	6372943	Ocean water	Saltwater	5937044	Proteus terrae	0	Ocean	Tara oceans
15951	ERR599087	195911486	6372943	Ocean water	Saltwater	5937044	Providencia rettgeri	0	Ocean	Tara oceans
15952	ERR599087	195911486	6372943	Ocean water	Saltwater	5937044	Providencia stuartii	0	Ocean	Tara oceans
15953	ERR599087	195911486	6372943	Ocean water	Saltwater	5937044	Kluyvera cryocrescens	0	Ocean	Tara oceans
15954	ERR599087	195911486	6372943	Ocean water	Saltwater	5937044	Atlantibacter hermannii	2	Ocean	Tara oceans
15955	ERR599087	195911486	6372943	Ocean water	Saltwater	5937044	Citrobacter amalonaticus	0	Ocean	Tara oceans
15956	ERR599087	195911486	6372943	Ocean water	Saltwater	5937044	Aeromonas media	51	Ocean	Tara oceans
15957	ERR599074	187133430	29079825	Ocean water	Saltwater	28652975	Morganella morganii	2	Ocean	Tara oceans
15958	ERR599074	187133430	29079825	Ocean water	Saltwater	28652975	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15959	ERR599074	187133430	29079825	Ocean water	Saltwater	28652975	Proteus terrae	0	Ocean	Tara oceans
15960	ERR599074	187133430	29079825	Ocean water	Saltwater	28652975	Providencia rettgeri	0	Ocean	Tara oceans
15961	ERR599074	187133430	29079825	Ocean water	Saltwater	28652975	Providencia stuartii	1	Ocean	Tara oceans
15962	ERR599074	187133430	29079825	Ocean water	Saltwater	28652975	Kluyvera cryocrescens	0	Ocean	Tara oceans
15963	ERR599074	187133430	29079825	Ocean water	Saltwater	28652975	Atlantibacter hermannii	0	Ocean	Tara oceans
15964	ERR599074	187133430	29079825	Ocean water	Saltwater	28652975	Citrobacter amalonaticus	0	Ocean	Tara oceans
15965	ERR599074	187133430	29079825	Ocean water	Saltwater	28652975	Aeromonas media	10	Ocean	Tara oceans
15966	ERR599121	186420792	4615965	Ocean water	Saltwater	3994427	Morganella morganii	1	Ocean	Tara oceans
15967	ERR599121	186420792	4615965	Ocean water	Saltwater	3994427	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15968	ERR599121	186420792	4615965	Ocean water	Saltwater	3994427	Proteus terrae	0	Ocean	Tara oceans
15969	ERR599121	186420792	4615965	Ocean water	Saltwater	3994427	Providencia rettgeri	0	Ocean	Tara oceans
15970	ERR599121	186420792	4615965	Ocean water	Saltwater	3994427	Providencia stuartii	0	Ocean	Tara oceans
15971	ERR599121	186420792	4615965	Ocean water	Saltwater	3994427	Kluyvera cryocrescens	0	Ocean	Tara oceans
15972	ERR599121	186420792	4615965	Ocean water	Saltwater	3994427	Atlantibacter hermannii	1	Ocean	Tara oceans
15973	ERR599121	186420792	4615965	Ocean water	Saltwater	3994427	Citrobacter amalonaticus	0	Ocean	Tara oceans
15974	ERR599121	186420792	4615965	Ocean water	Saltwater	3994427	Aeromonas media	0	Ocean	Tara oceans
15975	ERR599092	169336043	15023319	Ocean water	Saltwater	14713111	Morganella morganii	0	Ocean	Tara oceans
15976	ERR599092	169336043	15023319	Ocean water	Saltwater	14713111	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15977	ERR599092	169336043	15023319	Ocean water	Saltwater	14713111	Proteus terrae	0	Ocean	Tara oceans
15978	ERR599092	169336043	15023319	Ocean water	Saltwater	14713111	Providencia rettgeri	0	Ocean	Tara oceans
15979	ERR599092	169336043	15023319	Ocean water	Saltwater	14713111	Providencia stuartii	0	Ocean	Tara oceans
15980	ERR599092	169336043	15023319	Ocean water	Saltwater	14713111	Kluyvera cryocrescens	0	Ocean	Tara oceans
15981	ERR599092	169336043	15023319	Ocean water	Saltwater	14713111	Atlantibacter hermannii	0	Ocean	Tara oceans
15982	ERR599092	169336043	15023319	Ocean water	Saltwater	14713111	Citrobacter amalonaticus	0	Ocean	Tara oceans
15983	ERR599092	169336043	15023319	Ocean water	Saltwater	14713111	Aeromonas media	6	Ocean	Tara oceans
15984	ERR599110	135439143	8575107	Ocean water	Saltwater	8266444	Morganella morganii	0	Ocean	Tara oceans
15985	ERR599110	135439143	8575107	Ocean water	Saltwater	8266444	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
15986	ERR599110	135439143	8575107	Ocean water	Saltwater	8266444	Proteus terrae	0	Ocean	Tara oceans
15987	ERR599110	135439143	8575107	Ocean water	Saltwater	8266444	Providencia rettgeri	1	Ocean	Tara oceans
15988	ERR599110	135439143	8575107	Ocean water	Saltwater	8266444	Providencia stuartii	0	Ocean	Tara oceans
15989	ERR599110	135439143	8575107	Ocean water	Saltwater	8266444	Kluyvera cryocrescens	0	Ocean	Tara oceans
15990	ERR599110	135439143	8575107	Ocean water	Saltwater	8266444	Atlantibacter hermannii	1	Ocean	Tara oceans
15991	ERR599110	135439143	8575107	Ocean water	Saltwater	8266444	Citrobacter amalonaticus	0	Ocean	Tara oceans
15992	ERR599110	135439143	8575107	Ocean water	Saltwater	8266444	Aeromonas media	7	Ocean	Tara oceans
15993	ERR599127	50405180	2370168	Ocean water	Saltwater	2132379	Morganella morganii	0	Ocean	Tara oceans
15994	ERR599127	50405180	2370168	Ocean water	Saltwater	2132379	Pseudochrobactrum asaccharolyticum	1	Ocean	Tara oceans
15995	ERR599127	50405180	2370168	Ocean water	Saltwater	2132379	Proteus terrae	0	Ocean	Tara oceans
15996	ERR599127	50405180	2370168	Ocean water	Saltwater	2132379	Providencia rettgeri	1	Ocean	Tara oceans
15997	ERR599127	50405180	2370168	Ocean water	Saltwater	2132379	Providencia stuartii	0	Ocean	Tara oceans
15998	ERR599127	50405180	2370168	Ocean water	Saltwater	2132379	Kluyvera cryocrescens	0	Ocean	Tara oceans
15999	ERR599127	50405180	2370168	Ocean water	Saltwater	2132379	Atlantibacter hermannii	0	Ocean	Tara oceans
16000	ERR599127	50405180	2370168	Ocean water	Saltwater	2132379	Citrobacter amalonaticus	0	Ocean	Tara oceans
16001	ERR599127	50405180	2370168	Ocean water	Saltwater	2132379	Aeromonas media	42	Ocean	Tara oceans
16002	ERR599131	29092053	1362098	Ocean water	Saltwater	1155245	Morganella morganii	0	Ocean	Tara oceans
16003	ERR599131	29092053	1362098	Ocean water	Saltwater	1155245	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
16004	ERR599131	29092053	1362098	Ocean water	Saltwater	1155245	Proteus terrae	10	Ocean	Tara oceans
16005	ERR599131	29092053	1362098	Ocean water	Saltwater	1155245	Providencia rettgeri	1	Ocean	Tara oceans
16006	ERR599131	29092053	1362098	Ocean water	Saltwater	1155245	Providencia stuartii	1	Ocean	Tara oceans
16007	ERR599131	29092053	1362098	Ocean water	Saltwater	1155245	Kluyvera cryocrescens	0	Ocean	Tara oceans
16008	ERR599131	29092053	1362098	Ocean water	Saltwater	1155245	Atlantibacter hermannii	0	Ocean	Tara oceans
16009	ERR599131	29092053	1362098	Ocean water	Saltwater	1155245	Citrobacter amalonaticus	0	Ocean	Tara oceans
16010	ERR599131	29092053	1362098	Ocean water	Saltwater	1155245	Aeromonas media	2	Ocean	Tara oceans
16011	ERR599158	39699921	4527443	Ocean water	Saltwater	4431824	Morganella morganii	0	Ocean	Tara oceans
16012	ERR599158	39699921	4527443	Ocean water	Saltwater	4431824	Pseudochrobactrum asaccharolyticum	0	Ocean	Tara oceans
16013	ERR599158	39699921	4527443	Ocean water	Saltwater	4431824	Proteus terrae	0	Ocean	Tara oceans
16014	ERR599158	39699921	4527443	Ocean water	Saltwater	4431824	Providencia rettgeri	0	Ocean	Tara oceans
16015	ERR599158	39699921	4527443	Ocean water	Saltwater	4431824	Providencia stuartii	0	Ocean	Tara oceans
16016	ERR599158	39699921	4527443	Ocean water	Saltwater	4431824	Kluyvera cryocrescens	0	Ocean	Tara oceans
16017	ERR599158	39699921	4527443	Ocean water	Saltwater	4431824	Atlantibacter hermannii	0	Ocean	Tara oceans
16018	ERR599158	39699921	4527443	Ocean water	Saltwater	4431824	Citrobacter amalonaticus	0	Ocean	Tara oceans
16019	ERR599158	39699921	4527443	Ocean water	Saltwater	4431824	Aeromonas media	0	Ocean	Tara oceans
16020	ERR599129	36058089	3812878	Ocean water	Saltwater	3675007	Morganella morganii	1	Ocean	Tara oceans
16021	ERR599129	36058089	3812878	Ocean water	Saltwater	3675007	Pseudochrobactrum asaccharolyticum	1	Ocean	Tara oceans
16022	ERR599129	36058089	3812878	Ocean water	Saltwater	3675007	Proteus terrae	24	Ocean	Tara oceans
16023	ERR599129	36058089	3812878	Ocean water	Saltwater	3675007	Providencia rettgeri	0	Ocean	Tara oceans
16024	ERR599129	36058089	3812878	Ocean water	Saltwater	3675007	Providencia stuartii	0	Ocean	Tara oceans
16025	ERR599129	36058089	3812878	Ocean water	Saltwater	3675007	Kluyvera cryocrescens	0	Ocean	Tara oceans
16026	ERR599129	36058089	3812878	Ocean water	Saltwater	3675007	Atlantibacter hermannii	0	Ocean	Tara oceans
16027	ERR599129	36058089	3812878	Ocean water	Saltwater	3675007	Citrobacter amalonaticus	0	Ocean	Tara oceans
16028	ERR599129	36058089	3812878	Ocean water	Saltwater	3675007	Aeromonas media	27	Ocean	Tara oceans
16029	ERR599164	77554069	3468495	Ocean water	Saltwater	3044188	Morganella morganii	6	Ocean	Tara oceans
16030	ERR599164	77554069	3468495	Ocean water	Saltwater	3044188	Pseudochrobactrum asaccharolyticum	2	Ocean	Tara oceans
16031	ERR599164	77554069	3468495	Ocean water	Saltwater	3044188	Proteus terrae	0	Ocean	Tara oceans
16032	ERR599164	77554069	3468495	Ocean water	Saltwater	3044188	Providencia rettgeri	2	Ocean	Tara oceans
16033	ERR599164	77554069	3468495	Ocean water	Saltwater	3044188	Providencia stuartii	0	Ocean	Tara oceans
