	sample_acc	n_reads	n_classified_reads	source	source_class	n_bacterial_reads	species	n_origin_reads	sample_loc	project
10088	ERR2241910	47481170	931898	pig faeces	Animal	580384	Aeromonas media	3	Denmark	Pig and poultry feces
10089	ERR2241911	36994401	3129927	poultry faeces	Animal	2969335	Morganella morganii	15	Denmark	Pig and poultry feces
10090	ERR2241911	36994401	3129927	poultry faeces	Animal	2969335	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10091	ERR2241911	36994401	3129927	poultry faeces	Animal	2969335	Proteus terrae	5	Denmark	Pig and poultry feces
10092	ERR2241911	36994401	3129927	poultry faeces	Animal	2969335	Providencia rettgeri	0	Denmark	Pig and poultry feces
10093	ERR2241911	36994401	3129927	poultry faeces	Animal	2969335	Providencia stuartii	2	Denmark	Pig and poultry feces
10094	ERR2241911	36994401	3129927	poultry faeces	Animal	2969335	Kluyvera cryocrescens	10	Denmark	Pig and poultry feces
10095	ERR2241911	36994401	3129927	poultry faeces	Animal	2969335	Atlantibacter hermannii	10	Denmark	Pig and poultry feces
10096	ERR2241911	36994401	3129927	poultry faeces	Animal	2969335	Citrobacter amalonaticus	1	Denmark	Pig and poultry feces
10097	ERR2241911	36994401	3129927	poultry faeces	Animal	2969335	Aeromonas media	1	Denmark	Pig and poultry feces
10098	ERR2241912	31150530	558355	pig faeces	Animal	359980	Morganella morganii	3	Denmark	Pig and poultry feces
10099	ERR2241912	31150530	558355	pig faeces	Animal	359980	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10100	ERR2241912	31150530	558355	pig faeces	Animal	359980	Proteus terrae	1	Denmark	Pig and poultry feces
10101	ERR2241912	31150530	558355	pig faeces	Animal	359980	Providencia rettgeri	0	Denmark	Pig and poultry feces
10102	ERR2241912	31150530	558355	pig faeces	Animal	359980	Providencia stuartii	0	Denmark	Pig and poultry feces
10103	ERR2241912	31150530	558355	pig faeces	Animal	359980	Kluyvera cryocrescens	0	Denmark	Pig and poultry feces
10104	ERR2241912	31150530	558355	pig faeces	Animal	359980	Atlantibacter hermannii	0	Denmark	Pig and poultry feces
10105	ERR2241912	31150530	558355	pig faeces	Animal	359980	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10106	ERR2241912	31150530	558355	pig faeces	Animal	359980	Aeromonas media	0	Denmark	Pig and poultry feces
10107	ERR2241913	42159881	4499188	poultry faeces	Animal	4174871	Morganella morganii	127	Denmark	Pig and poultry feces
10108	ERR2241913	42159881	4499188	poultry faeces	Animal	4174871	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10109	ERR2241913	42159881	4499188	poultry faeces	Animal	4174871	Proteus terrae	39	Denmark	Pig and poultry feces
10110	ERR2241913	42159881	4499188	poultry faeces	Animal	4174871	Providencia rettgeri	0	Denmark	Pig and poultry feces
10111	ERR2241913	42159881	4499188	poultry faeces	Animal	4174871	Providencia stuartii	4	Denmark	Pig and poultry feces
10112	ERR2241913	42159881	4499188	poultry faeces	Animal	4174871	Kluyvera cryocrescens	140	Denmark	Pig and poultry feces
10113	ERR2241913	42159881	4499188	poultry faeces	Animal	4174871	Atlantibacter hermannii	164	Denmark	Pig and poultry feces
10114	ERR2241913	42159881	4499188	poultry faeces	Animal	4174871	Citrobacter amalonaticus	29	Denmark	Pig and poultry feces
10115	ERR2241913	42159881	4499188	poultry faeces	Animal	4174871	Aeromonas media	15	Denmark	Pig and poultry feces
10116	ERR2241914	40074215	916210	pig faeces	Animal	723845	Morganella morganii	1	Denmark	Pig and poultry feces
10117	ERR2241914	40074215	916210	pig faeces	Animal	723845	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10118	ERR2241914	40074215	916210	pig faeces	Animal	723845	Proteus terrae	0	Denmark	Pig and poultry feces
10119	ERR2241914	40074215	916210	pig faeces	Animal	723845	Providencia rettgeri	1	Denmark	Pig and poultry feces
10120	ERR2241914	40074215	916210	pig faeces	Animal	723845	Providencia stuartii	0	Denmark	Pig and poultry feces
10121	ERR2241914	40074215	916210	pig faeces	Animal	723845	Kluyvera cryocrescens	0	Denmark	Pig and poultry feces
10122	ERR2241914	40074215	916210	pig faeces	Animal	723845	Atlantibacter hermannii	0	Denmark	Pig and poultry feces
10123	ERR2241914	40074215	916210	pig faeces	Animal	723845	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10124	ERR2241914	40074215	916210	pig faeces	Animal	723845	Aeromonas media	0	Denmark	Pig and poultry feces
10125	ERR2241915	43328258	4194869	poultry faeces	Animal	3892988	Morganella morganii	137	Denmark	Pig and poultry feces
10126	ERR2241915	43328258	4194869	poultry faeces	Animal	3892988	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10127	ERR2241915	43328258	4194869	poultry faeces	Animal	3892988	Proteus terrae	35	Denmark	Pig and poultry feces
10128	ERR2241915	43328258	4194869	poultry faeces	Animal	3892988	Providencia rettgeri	9	Denmark	Pig and poultry feces
10129	ERR2241915	43328258	4194869	poultry faeces	Animal	3892988	Providencia stuartii	2	Denmark	Pig and poultry feces
10130	ERR2241915	43328258	4194869	poultry faeces	Animal	3892988	Kluyvera cryocrescens	169	Denmark	Pig and poultry feces
10131	ERR2241915	43328258	4194869	poultry faeces	Animal	3892988	Atlantibacter hermannii	203	Denmark	Pig and poultry feces
10132	ERR2241915	43328258	4194869	poultry faeces	Animal	3892988	Citrobacter amalonaticus	22	Denmark	Pig and poultry feces
10133	ERR2241915	43328258	4194869	poultry faeces	Animal	3892988	Aeromonas media	8	Denmark	Pig and poultry feces
10134	ERR2241916	63388672	822340	pig faeces	Animal	594856	Morganella morganii	3	Denmark	Pig and poultry feces
10135	ERR2241916	63388672	822340	pig faeces	Animal	594856	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10136	ERR2241916	63388672	822340	pig faeces	Animal	594856	Proteus terrae	0	Denmark	Pig and poultry feces
10137	ERR2241916	63388672	822340	pig faeces	Animal	594856	Providencia rettgeri	1	Denmark	Pig and poultry feces
10138	ERR2241916	63388672	822340	pig faeces	Animal	594856	Providencia stuartii	0	Denmark	Pig and poultry feces
10139	ERR2241916	63388672	822340	pig faeces	Animal	594856	Kluyvera cryocrescens	0	Denmark	Pig and poultry feces
10140	ERR2241916	63388672	822340	pig faeces	Animal	594856	Atlantibacter hermannii	0	Denmark	Pig and poultry feces
10141	ERR2241916	63388672	822340	pig faeces	Animal	594856	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10142	ERR2241916	63388672	822340	pig faeces	Animal	594856	Aeromonas media	0	Denmark	Pig and poultry feces
10143	ERR2241917	43229744	3746500	poultry faeces	Animal	3507294	Morganella morganii	149	Denmark	Pig and poultry feces
10144	ERR2241917	43229744	3746500	poultry faeces	Animal	3507294	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10145	ERR2241917	43229744	3746500	poultry faeces	Animal	3507294	Proteus terrae	24	Denmark	Pig and poultry feces
10146	ERR2241917	43229744	3746500	poultry faeces	Animal	3507294	Providencia rettgeri	0	Denmark	Pig and poultry feces
10147	ERR2241917	43229744	3746500	poultry faeces	Animal	3507294	Providencia stuartii	0	Denmark	Pig and poultry feces
10148	ERR2241917	43229744	3746500	poultry faeces	Animal	3507294	Kluyvera cryocrescens	67	Denmark	Pig and poultry feces
10149	ERR2241917	43229744	3746500	poultry faeces	Animal	3507294	Atlantibacter hermannii	147	Denmark	Pig and poultry feces
10150	ERR2241917	43229744	3746500	poultry faeces	Animal	3507294	Citrobacter amalonaticus	12	Denmark	Pig and poultry feces
10151	ERR2241917	43229744	3746500	poultry faeces	Animal	3507294	Aeromonas media	13	Denmark	Pig and poultry feces
10152	ERR2241918	55939447	545356	pig faeces	Animal	376754	Morganella morganii	1	Denmark	Pig and poultry feces
10153	ERR2241918	55939447	545356	pig faeces	Animal	376754	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10154	ERR2241918	55939447	545356	pig faeces	Animal	376754	Proteus terrae	1	Denmark	Pig and poultry feces
10155	ERR2241918	55939447	545356	pig faeces	Animal	376754	Providencia rettgeri	0	Denmark	Pig and poultry feces
10156	ERR2241918	55939447	545356	pig faeces	Animal	376754	Providencia stuartii	0	Denmark	Pig and poultry feces
10157	ERR2241918	55939447	545356	pig faeces	Animal	376754	Kluyvera cryocrescens	0	Denmark	Pig and poultry feces
10158	ERR2241918	55939447	545356	pig faeces	Animal	376754	Atlantibacter hermannii	0	Denmark	Pig and poultry feces
10159	ERR2241918	55939447	545356	pig faeces	Animal	376754	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10160	ERR2241918	55939447	545356	pig faeces	Animal	376754	Aeromonas media	0	Denmark	Pig and poultry feces
10161	ERR2241919	46685884	2999459	poultry faeces	Animal	2816372	Morganella morganii	20	Denmark	Pig and poultry feces
10162	ERR2241919	46685884	2999459	poultry faeces	Animal	2816372	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10163	ERR2241919	46685884	2999459	poultry faeces	Animal	2816372	Proteus terrae	10	Denmark	Pig and poultry feces
10164	ERR2241919	46685884	2999459	poultry faeces	Animal	2816372	Providencia rettgeri	0	Denmark	Pig and poultry feces
10165	ERR2241919	46685884	2999459	poultry faeces	Animal	2816372	Providencia stuartii	1	Denmark	Pig and poultry feces
10166	ERR2241919	46685884	2999459	poultry faeces	Animal	2816372	Kluyvera cryocrescens	11	Denmark	Pig and poultry feces
10167	ERR2241919	46685884	2999459	poultry faeces	Animal	2816372	Atlantibacter hermannii	28	Denmark	Pig and poultry feces
10168	ERR2241919	46685884	2999459	poultry faeces	Animal	2816372	Citrobacter amalonaticus	5	Denmark	Pig and poultry feces
10169	ERR2241919	46685884	2999459	poultry faeces	Animal	2816372	Aeromonas media	4	Denmark	Pig and poultry feces
10170	ERR2241920	63923539	785504	pig faeces	Animal	422245	Morganella morganii	11	Denmark	Pig and poultry feces
10171	ERR2241920	63923539	785504	pig faeces	Animal	422245	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10172	ERR2241920	63923539	785504	pig faeces	Animal	422245	Proteus terrae	0	Denmark	Pig and poultry feces
10173	ERR2241920	63923539	785504	pig faeces	Animal	422245	Providencia rettgeri	0	Denmark	Pig and poultry feces
10174	ERR2241920	63923539	785504	pig faeces	Animal	422245	Providencia stuartii	0	Denmark	Pig and poultry feces
10175	ERR2241920	63923539	785504	pig faeces	Animal	422245	Kluyvera cryocrescens	1	Denmark	Pig and poultry feces
10176	ERR2241920	63923539	785504	pig faeces	Animal	422245	Atlantibacter hermannii	1	Denmark	Pig and poultry feces
10177	ERR2241920	63923539	785504	pig faeces	Animal	422245	Citrobacter amalonaticus	1	Denmark	Pig and poultry feces
10178	ERR2241920	63923539	785504	pig faeces	Animal	422245	Aeromonas media	0	Denmark	Pig and poultry feces
10179	ERR2241921	37016950	3419865	poultry faeces	Animal	3226812	Morganella morganii	78	Denmark	Pig and poultry feces
10180	ERR2241921	37016950	3419865	poultry faeces	Animal	3226812	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10181	ERR2241921	37016950	3419865	poultry faeces	Animal	3226812	Proteus terrae	4	Denmark	Pig and poultry feces
10182	ERR2241921	37016950	3419865	poultry faeces	Animal	3226812	Providencia rettgeri	0	Denmark	Pig and poultry feces
10183	ERR2241921	37016950	3419865	poultry faeces	Animal	3226812	Providencia stuartii	1	Denmark	Pig and poultry feces
10184	ERR2241921	37016950	3419865	poultry faeces	Animal	3226812	Kluyvera cryocrescens	86	Denmark	Pig and poultry feces
10185	ERR2241921	37016950	3419865	poultry faeces	Animal	3226812	Atlantibacter hermannii	117	Denmark	Pig and poultry feces
10186	ERR2241921	37016950	3419865	poultry faeces	Animal	3226812	Citrobacter amalonaticus	12	Denmark	Pig and poultry feces
10187	ERR2241921	37016950	3419865	poultry faeces	Animal	3226812	Aeromonas media	10	Denmark	Pig and poultry feces
10188	ERR2241922	34427001	367303	pig faeces	Animal	178425	Morganella morganii	1	Denmark	Pig and poultry feces
10189	ERR2241922	34427001	367303	pig faeces	Animal	178425	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10190	ERR2241922	34427001	367303	pig faeces	Animal	178425	Proteus terrae	0	Denmark	Pig and poultry feces
10191	ERR2241922	34427001	367303	pig faeces	Animal	178425	Providencia rettgeri	0	Denmark	Pig and poultry feces
10192	ERR2241922	34427001	367303	pig faeces	Animal	178425	Providencia stuartii	0	Denmark	Pig and poultry feces
10193	ERR2241922	34427001	367303	pig faeces	Animal	178425	Kluyvera cryocrescens	1	Denmark	Pig and poultry feces
10194	ERR2241922	34427001	367303	pig faeces	Animal	178425	Atlantibacter hermannii	0	Denmark	Pig and poultry feces
10195	ERR2241922	34427001	367303	pig faeces	Animal	178425	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10196	ERR2241922	34427001	367303	pig faeces	Animal	178425	Aeromonas media	0	Denmark	Pig and poultry feces
10197	ERR2241923	46802570	4469239	poultry faeces	Animal	4170922	Morganella morganii	207	Denmark	Pig and poultry feces
10198	ERR2241923	46802570	4469239	poultry faeces	Animal	4170922	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10199	ERR2241923	46802570	4469239	poultry faeces	Animal	4170922	Proteus terrae	6	Denmark	Pig and poultry feces
10200	ERR2241923	46802570	4469239	poultry faeces	Animal	4170922	Providencia rettgeri	3	Denmark	Pig and poultry feces
10201	ERR2241923	46802570	4469239	poultry faeces	Animal	4170922	Providencia stuartii	8	Denmark	Pig and poultry feces
10202	ERR2241923	46802570	4469239	poultry faeces	Animal	4170922	Kluyvera cryocrescens	150	Denmark	Pig and poultry feces
10203	ERR2241923	46802570	4469239	poultry faeces	Animal	4170922	Atlantibacter hermannii	273	Denmark	Pig and poultry feces
10204	ERR2241923	46802570	4469239	poultry faeces	Animal	4170922	Citrobacter amalonaticus	22	Denmark	Pig and poultry feces
10205	ERR2241923	46802570	4469239	poultry faeces	Animal	4170922	Aeromonas media	5	Denmark	Pig and poultry feces
10206	ERR2241924	45426510	698276	pig faeces	Animal	364971	Morganella morganii	1	Denmark	Pig and poultry feces
10207	ERR2241924	45426510	698276	pig faeces	Animal	364971	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10208	ERR2241924	45426510	698276	pig faeces	Animal	364971	Proteus terrae	0	Denmark	Pig and poultry feces
10209	ERR2241924	45426510	698276	pig faeces	Animal	364971	Providencia rettgeri	0	Denmark	Pig and poultry feces
10210	ERR2241924	45426510	698276	pig faeces	Animal	364971	Providencia stuartii	0	Denmark	Pig and poultry feces
10211	ERR2241924	45426510	698276	pig faeces	Animal	364971	Kluyvera cryocrescens	1	Denmark	Pig and poultry feces
10212	ERR2241924	45426510	698276	pig faeces	Animal	364971	Atlantibacter hermannii	0	Denmark	Pig and poultry feces
10213	ERR2241924	45426510	698276	pig faeces	Animal	364971	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10214	ERR2241924	45426510	698276	pig faeces	Animal	364971	Aeromonas media	4	Denmark	Pig and poultry feces
10215	ERR2241925	52781307	6114833	poultry faeces	Animal	5686042	Morganella morganii	240	Denmark	Pig and poultry feces
10216	ERR2241925	52781307	6114833	poultry faeces	Animal	5686042	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10217	ERR2241925	52781307	6114833	poultry faeces	Animal	5686042	Proteus terrae	13	Denmark	Pig and poultry feces
10218	ERR2241925	52781307	6114833	poultry faeces	Animal	5686042	Providencia rettgeri	1	Denmark	Pig and poultry feces
10219	ERR2241925	52781307	6114833	poultry faeces	Animal	5686042	Providencia stuartii	0	Denmark	Pig and poultry feces
10220	ERR2241925	52781307	6114833	poultry faeces	Animal	5686042	Kluyvera cryocrescens	210	Denmark	Pig and poultry feces
10221	ERR2241925	52781307	6114833	poultry faeces	Animal	5686042	Atlantibacter hermannii	327	Denmark	Pig and poultry feces
10222	ERR2241925	52781307	6114833	poultry faeces	Animal	5686042	Citrobacter amalonaticus	29	Denmark	Pig and poultry feces
10223	ERR2241925	52781307	6114833	poultry faeces	Animal	5686042	Aeromonas media	3	Denmark	Pig and poultry feces
10224	ERR2241926	32543792	57385	pig faeces	Animal	51249	Morganella morganii	0	Denmark	Pig and poultry feces
10225	ERR2241926	32543792	57385	pig faeces	Animal	51249	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10226	ERR2241926	32543792	57385	pig faeces	Animal	51249	Proteus terrae	0	Denmark	Pig and poultry feces
10227	ERR2241926	32543792	57385	pig faeces	Animal	51249	Providencia rettgeri	0	Denmark	Pig and poultry feces
10228	ERR2241926	32543792	57385	pig faeces	Animal	51249	Providencia stuartii	1	Denmark	Pig and poultry feces
10229	ERR2241926	32543792	57385	pig faeces	Animal	51249	Kluyvera cryocrescens	0	Denmark	Pig and poultry feces
10230	ERR2241926	32543792	57385	pig faeces	Animal	51249	Atlantibacter hermannii	0	Denmark	Pig and poultry feces
10231	ERR2241926	32543792	57385	pig faeces	Animal	51249	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10232	ERR2241926	32543792	57385	pig faeces	Animal	51249	Aeromonas media	0	Denmark	Pig and poultry feces
10233	ERR2241927	39059631	3063304	poultry faeces	Animal	2794345	Morganella morganii	203	Denmark	Pig and poultry feces
10234	ERR2241927	39059631	3063304	poultry faeces	Animal	2794345	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10235	ERR2241927	39059631	3063304	poultry faeces	Animal	2794345	Proteus terrae	52	Denmark	Pig and poultry feces
10236	ERR2241927	39059631	3063304	poultry faeces	Animal	2794345	Providencia rettgeri	0	Denmark	Pig and poultry feces
10237	ERR2241927	39059631	3063304	poultry faeces	Animal	2794345	Providencia stuartii	4	Denmark	Pig and poultry feces
10238	ERR2241927	39059631	3063304	poultry faeces	Animal	2794345	Kluyvera cryocrescens	140	Denmark	Pig and poultry feces
10239	ERR2241927	39059631	3063304	poultry faeces	Animal	2794345	Atlantibacter hermannii	251	Denmark	Pig and poultry feces
10240	ERR2241927	39059631	3063304	poultry faeces	Animal	2794345	Citrobacter amalonaticus	45	Denmark	Pig and poultry feces
10241	ERR2241927	39059631	3063304	poultry faeces	Animal	2794345	Aeromonas media	19	Denmark	Pig and poultry feces
10242	ERR2241928	33768785	185878	pig faeces	Animal	157322	Morganella morganii	0	Denmark	Pig and poultry feces
10243	ERR2241928	33768785	185878	pig faeces	Animal	157322	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10244	ERR2241928	33768785	185878	pig faeces	Animal	157322	Proteus terrae	1	Denmark	Pig and poultry feces
10245	ERR2241928	33768785	185878	pig faeces	Animal	157322	Providencia rettgeri	0	Denmark	Pig and poultry feces
10246	ERR2241928	33768785	185878	pig faeces	Animal	157322	Providencia stuartii	0	Denmark	Pig and poultry feces
10247	ERR2241928	33768785	185878	pig faeces	Animal	157322	Kluyvera cryocrescens	0	Denmark	Pig and poultry feces
10248	ERR2241928	33768785	185878	pig faeces	Animal	157322	Atlantibacter hermannii	0	Denmark	Pig and poultry feces
10249	ERR2241928	33768785	185878	pig faeces	Animal	157322	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10250	ERR2241928	33768785	185878	pig faeces	Animal	157322	Aeromonas media	0	Denmark	Pig and poultry feces
10251	ERR2241929	51760558	4573830	poultry faeces	Animal	4163151	Morganella morganii	231	Denmark	Pig and poultry feces
10252	ERR2241929	51760558	4573830	poultry faeces	Animal	4163151	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10253	ERR2241929	51760558	4573830	poultry faeces	Animal	4163151	Proteus terrae	126	Denmark	Pig and poultry feces
10254	ERR2241929	51760558	4573830	poultry faeces	Animal	4163151	Providencia rettgeri	1	Denmark	Pig and poultry feces
10255	ERR2241929	51760558	4573830	poultry faeces	Animal	4163151	Providencia stuartii	11	Denmark	Pig and poultry feces
10256	ERR2241929	51760558	4573830	poultry faeces	Animal	4163151	Kluyvera cryocrescens	185	Denmark	Pig and poultry feces
10257	ERR2241929	51760558	4573830	poultry faeces	Animal	4163151	Atlantibacter hermannii	363	Denmark	Pig and poultry feces
10258	ERR2241929	51760558	4573830	poultry faeces	Animal	4163151	Citrobacter amalonaticus	24	Denmark	Pig and poultry feces
10259	ERR2241929	51760558	4573830	poultry faeces	Animal	4163151	Aeromonas media	14	Denmark	Pig and poultry feces
10260	ERR2241930	38354054	116557	pig faeces	Animal	72071	Morganella morganii	1	Denmark	Pig and poultry feces
10261	ERR2241930	38354054	116557	pig faeces	Animal	72071	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10262	ERR2241930	38354054	116557	pig faeces	Animal	72071	Proteus terrae	0	Denmark	Pig and poultry feces
10263	ERR2241930	38354054	116557	pig faeces	Animal	72071	Providencia rettgeri	0	Denmark	Pig and poultry feces
10264	ERR2241930	38354054	116557	pig faeces	Animal	72071	Providencia stuartii	0	Denmark	Pig and poultry feces
10265	ERR2241930	38354054	116557	pig faeces	Animal	72071	Kluyvera cryocrescens	0	Denmark	Pig and poultry feces
10266	ERR2241930	38354054	116557	pig faeces	Animal	72071	Atlantibacter hermannii	0	Denmark	Pig and poultry feces
10267	ERR2241930	38354054	116557	pig faeces	Animal	72071	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10268	ERR2241930	38354054	116557	pig faeces	Animal	72071	Aeromonas media	0	Denmark	Pig and poultry feces
10269	ERR2241931	47055009	5269290	poultry faeces	Animal	4973646	Morganella morganii	25	Denmark	Pig and poultry feces
10270	ERR2241931	47055009	5269290	poultry faeces	Animal	4973646	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10271	ERR2241931	47055009	5269290	poultry faeces	Animal	4973646	Proteus terrae	4	Denmark	Pig and poultry feces
10272	ERR2241931	47055009	5269290	poultry faeces	Animal	4973646	Providencia rettgeri	1	Denmark	Pig and poultry feces
10273	ERR2241931	47055009	5269290	poultry faeces	Animal	4973646	Providencia stuartii	1	Denmark	Pig and poultry feces
10274	ERR2241931	47055009	5269290	poultry faeces	Animal	4973646	Kluyvera cryocrescens	27	Denmark	Pig and poultry feces
10275	ERR2241931	47055009	5269290	poultry faeces	Animal	4973646	Atlantibacter hermannii	39	Denmark	Pig and poultry feces
10276	ERR2241931	47055009	5269290	poultry faeces	Animal	4973646	Citrobacter amalonaticus	4	Denmark	Pig and poultry feces
10277	ERR2241931	47055009	5269290	poultry faeces	Animal	4973646	Aeromonas media	1	Denmark	Pig and poultry feces
10278	ERR2241932	55545719	138613	pig faeces	Animal	124224	Morganella morganii	0	Denmark	Pig and poultry feces
10279	ERR2241932	55545719	138613	pig faeces	Animal	124224	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10280	ERR2241932	55545719	138613	pig faeces	Animal	124224	Proteus terrae	1	Denmark	Pig and poultry feces
10281	ERR2241932	55545719	138613	pig faeces	Animal	124224	Providencia rettgeri	0	Denmark	Pig and poultry feces
10282	ERR2241932	55545719	138613	pig faeces	Animal	124224	Providencia stuartii	0	Denmark	Pig and poultry feces
10283	ERR2241932	55545719	138613	pig faeces	Animal	124224	Kluyvera cryocrescens	0	Denmark	Pig and poultry feces
10284	ERR2241932	55545719	138613	pig faeces	Animal	124224	Atlantibacter hermannii	0	Denmark	Pig and poultry feces
10285	ERR2241932	55545719	138613	pig faeces	Animal	124224	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10286	ERR2241932	55545719	138613	pig faeces	Animal	124224	Aeromonas media	0	Denmark	Pig and poultry feces
10287	ERR2241933	52135143	4354363	poultry faeces	Animal	4031083	Morganella morganii	172	Denmark	Pig and poultry feces
10288	ERR2241933	52135143	4354363	poultry faeces	Animal	4031083	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10289	ERR2241933	52135143	4354363	poultry faeces	Animal	4031083	Proteus terrae	60	Denmark	Pig and poultry feces
10290	ERR2241933	52135143	4354363	poultry faeces	Animal	4031083	Providencia rettgeri	6	Denmark	Pig and poultry feces
10291	ERR2241933	52135143	4354363	poultry faeces	Animal	4031083	Providencia stuartii	8	Denmark	Pig and poultry feces
10292	ERR2241933	52135143	4354363	poultry faeces	Animal	4031083	Kluyvera cryocrescens	120	Denmark	Pig and poultry feces
10293	ERR2241933	52135143	4354363	poultry faeces	Animal	4031083	Atlantibacter hermannii	240	Denmark	Pig and poultry feces
10294	ERR2241933	52135143	4354363	poultry faeces	Animal	4031083	Citrobacter amalonaticus	14	Denmark	Pig and poultry feces
10295	ERR2241933	52135143	4354363	poultry faeces	Animal	4031083	Aeromonas media	35	Denmark	Pig and poultry feces
10296	ERR2241934	53430314	220811	pig faeces	Animal	201966	Morganella morganii	0	Denmark	Pig and poultry feces
10297	ERR2241934	53430314	220811	pig faeces	Animal	201966	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10298	ERR2241934	53430314	220811	pig faeces	Animal	201966	Proteus terrae	0	Denmark	Pig and poultry feces
10299	ERR2241934	53430314	220811	pig faeces	Animal	201966	Providencia rettgeri	0	Denmark	Pig and poultry feces
10300	ERR2241934	53430314	220811	pig faeces	Animal	201966	Providencia stuartii	0	Denmark	Pig and poultry feces
10301	ERR2241934	53430314	220811	pig faeces	Animal	201966	Kluyvera cryocrescens	0	Denmark	Pig and poultry feces
10302	ERR2241934	53430314	220811	pig faeces	Animal	201966	Atlantibacter hermannii	0	Denmark	Pig and poultry feces
10303	ERR2241934	53430314	220811	pig faeces	Animal	201966	Citrobacter amalonaticus	0	Denmark	Pig and poultry feces
10304	ERR2241934	53430314	220811	pig faeces	Animal	201966	Aeromonas media	1	Denmark	Pig and poultry feces
10305	ERR2241935	37048404	2953510	poultry faeces	Animal	2694251	Morganella morganii	92	Denmark	Pig and poultry feces
10306	ERR2241935	37048404	2953510	poultry faeces	Animal	2694251	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10307	ERR2241935	37048404	2953510	poultry faeces	Animal	2694251	Proteus terrae	17	Denmark	Pig and poultry feces
10308	ERR2241935	37048404	2953510	poultry faeces	Animal	2694251	Providencia rettgeri	1	Denmark	Pig and poultry feces
10309	ERR2241935	37048404	2953510	poultry faeces	Animal	2694251	Providencia stuartii	5	Denmark	Pig and poultry feces
10310	ERR2241935	37048404	2953510	poultry faeces	Animal	2694251	Kluyvera cryocrescens	89	Denmark	Pig and poultry feces
10311	ERR2241935	37048404	2953510	poultry faeces	Animal	2694251	Atlantibacter hermannii	160	Denmark	Pig and poultry feces
10312	ERR2241935	37048404	2953510	poultry faeces	Animal	2694251	Citrobacter amalonaticus	14	Denmark	Pig and poultry feces
10313	ERR2241935	37048404	2953510	poultry faeces	Animal	2694251	Aeromonas media	24	Denmark	Pig and poultry feces
10314	ERR2241936	87681672	295169	pig faeces	Animal	266429	Morganella morganii	0	Denmark	Pig and poultry feces
10315	ERR2241936	87681672	295169	pig faeces	Animal	266429	Pseudochrobactrum asaccharolyticum	0	Denmark	Pig and poultry feces
10316	ERR2241936	87681672	295169	pig faeces	Animal	266429	Proteus terrae	1	Denmark	Pig and poultry feces
10317	ERR2241936	87681672	295169	pig faeces	Animal	266429	Providencia rettgeri	0	Denmark	Pig and poultry feces
10318	ERR2241936	87681672	295169	pig faeces	Animal	266429	Providencia stuartii	0	Denmark	Pig and poultry feces
10319	ERR2241936	87681672	295169	pig faeces	Animal	266429	Kluyvera cryocrescens	0	Denmark	Pig and poultry feces
10320	ERR2241936	87681672	295169	pig faeces	Animal	266429	Atlantibacter hermannii	0	Denmark	Pig and poultry feces
